ID,Tweet,Label
2401,@USER Any day you free Iâ€™m dead ass serious an donâ€™t call me talking about come get him cause imma block yo ass,No
2402,HS Students:Tell the popular kids to stop being such dicks to the odd kids or the ones they don't understand: <URL>,No
2403,@USER Yâ€™all need to know that she is human being and knew Mac for so many years and was in a relationship with him. Sheâ€™s grieving. She doesnâ€™t have post something to prove that. AND IT IS NOT HER FAULT HE DIED LIKE damn Stop blaming this poo,No
2404,Have you ever seen bigger snakes than Gar and Pax #ChicagoBulls they're such dirtbags go wiretap someone's phone ya bitches,Yes
2405,5- Most epic moment in 3 sentences GRAAAWRL WYVERN FOR BREAKFAST GUYS!!! YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS shit TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach URL,No
2406,@USER @USER You have a dick damn didnâ€™t know bhadbhabie was actually a bhadtranny,Yes
2407,@USER We have the real facts......you suck pussy grabber MOTHER fucker,Yes
2408,"<USER> why does it matter? take a look around, christmas shit everywhere",No
2409,-____- No other 1st world country has bullshit like this because they don't have bullshit problems like this fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control URL,Yes
2410,@USER @USER Buckle up Democrats and liberals! The shit is about to hit the fan for you and the FBI/DOJ !,Yes
2411,<USER> I'm dead ass crying ilysm,No
2412,@USER @USER But he is a dildo,Yes
2413,@USER @USER Tell us Blue. While NPR knows this kid with zero experience was railroaded by that shit Mueller with the help of an actual CIA spy Halper.,Yes
2414,@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,No
2415,@USER Am I an ass or is it kinda weird Char wore a shirt to wrestle the lesbian Iâ€™m joking....but not really,No
2416,"@USER @USER @USER @USER @USER You are so full of shit A.) Violent crime is down &amp; has been on the decline for decades B.) Where gun crime is a problem, it is a state &amp; local problem &amp; no so called common sense"" gun control law passed at",Yes
2417,@USER I've already listened to it like 5 times it's so fucking well made,No
2418,@USER I believe you are the Peace of shit and you do not deserve a star! #MAGA!! GOD BLESS THE USA ðŸ‡ºðŸ‡¸ AND GOD BLESS PRESIDENT TRUMP!!!,Yes
2419,Damn Shame. ...who eats tacos at 1:30am? Me....thats who. #I #can #do #that #skinny #girl #shit #yep... <URL>,No
2420,#disgusted her constituents voted liberal #LeonaAlleslev fuck off URL,Yes
2421,Ainâ€™t no pussy good enough to get broke while Iâ€™m in it,Yes
2422,@USER *click* fuck YOU!!,Yes
2423,"#GOP Rep. <USER> just proved his ignorance & his non-American, non-democracy stance & ass suck ability #Loser -- hendrix media -- kh",Yes
2424,despookinator: i try not to sound like an asshole but it's really hard because i am an asshole <URL>,No
2425,@USER ME bitch I WILL,Yes
2426,@USER This is like when shitty restaurants advertise their â€œvoted #1 world famous crabcakesâ€ but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.,Yes
2427,@USER because he made guys dumb as shit,Yes
2428,@USER @USER @USER @USER @USER Me thinks you're full of shit,Yes
2429,@USER fuck you Iâ€™ll put hot sauce on a slice of pizza again for you,No
2430,@USER WHAT THE fuck YOURE SO GORGEOUS IM ACTUALLY SOBBING,No
2431,@USER fuck off,Yes
2432,@USER Fuckkk ðŸ˜‚ðŸ˜‚ I know I seen bitch thatâ€™s a slapper lmao,Yes
2433,@USER fake ass emoji,Yes
2434,@USER Lucky bitch ðŸ˜‚ðŸ’€,No
2435,@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh? I'm sure you know what you are a piece of trash. I never hear these pieces of horse shit speak the truth only their racist lies. bitch boy it's ABOUT THE RACIST COPS KILL,Yes
2436,@USER Itâ€™s not wrongfully characterizing. Itâ€™s the fucking truth and you guys are just to ignorant to see it.,No
2437,I once got cursed out by a so-called friend for moving 20 minutes away. Had another get mad about calling them out on bullshit on Facebook.,No
2438,@USER @USER Why didn't Zac Goldsmith of the faux Conservative Party use this? Why didn't faux Conservative Party use Khan's defence of 9/11 organiser? Why are the Conservatives so fucking useless? If you ask me it's deliberate as they share Labour',No
2439,@USER U a bad bitch now lol,No
2440,@USER *as fuck Not ass fuck Although conservatives are fucking us all up the ass right now.,No
2441,@USER @USER Ramos sounds like a shitty ump,Yes
2442,They're fuckin' they're fuckin' they're fuckin' in front of me!!! XD,No
2443,@USER @USER @USER Great. Hereâ€™s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis wonâ€™t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but sheâ€™s a she...heðŸ¤”,Yes
2444,@USER What the fuck You donâ€™t care about your friend? You are not a real friend then ðŸ¤¦ðŸ½â€â™‚ï¸ he not losing anyone special then cuz you canâ€™t even be a real friend and thatâ€™s sad,No
2445,@USER even IF that was the reason the last thing mac would want would be for everyone to be harassing the shit out of her when she is already grieving. cmon dude.,No
2446,"<USER> <USER> So butthurt, the better team won, the worse teams lost, get the fuck over it you crybaby bitches jesus.",Yes
2447,@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane. Pretty sure he is shitting his pants right about now,No
2448,@USER @USER Be coo you got people thinking I really eat ass bitch ðŸ˜‚,No
2449,@USER @USER You nailed that ass,No
2450,@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone,No
2451,Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL,No
2452,@USER god damn youâ€™re so fucking valid,No
2453,"@USER 0.05 - Narrator: It was at THIS moment Antifa knew... xhe/zhe had fucked up...""""",No
2454,"Reading about this: Fag Power: Owning and running more of the Church, and more of America. - <URL>",Yes
2455,@USER I'm an asshole though,No
2456,@USER @USER fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! #nyfw is not the place to decide to be about that life and run up and throw shoes. What Cardi Did wasnt th,Yes
2457,@USER @USER @USER For the love of all things sacred he cannot be voted in. He is well down towrds the bottom of that scummy swamp. The Scales of Justice need to let him drown in his own shit Make 2018 the year of holding each other accountable for,Yes
2458,@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun co,No
2459,@USER @USER Abso-fucking-lutely. That shit was here already!,No
2460,@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans,Yes
2461,@USER hell no!!!!!,No
2462,@USER @USER I am Canadian .. Live in the us and am ex ðŸ‡¨ðŸ‡¦ special forces. I've handled everything from a bb gun to 155 mm howitzer (ðŸ˜ðŸ˜) and tow missles and anti tank weapons. the US (lack of) gun control is by far the fucking stupidest p,Yes
2463,@USER He is too bitchy And you?! I ask a question and you dont respond Why would this be 1 way street?,Yes
2464,@USER More fear tactics to make people attack her. Itâ€™s bullshit,Yes
2465,<USER> I was going to say its time to top that b*tch out but that sign put a damper on that!,Yes
2466,YA...TO HELL <URL>,Yes
2467,@USER @USER No no thatâ€™s shaq silver back looking ass ðŸ˜‚ðŸ˜‚,No
2468,@USER Thatâ€™s shitty,Yes
2469,is getting his ass kicked trying to get back into the school routine.,No
2470,A bitch just be minding her business ðŸ’ðŸ½ðŸ˜‚,No
2471,@USER @USER Jail is TOO KIND for a #Pedovore - where is the prosecution?? #AGSessions is the church getting away with pedo crimes? What the hell is he holding? is that a tentacle? WTH #PedoGateNews,No
2472,You #Fanatical #Sycophant #Religious #extremists are so fucking close to getting another #WhiteSupremacist #evangelical on the #SupremeCourt to overturn #RoevWade Wouldn't it just suck to have the rug pulled out from underneath your feet #MAGA? fuckoff #Gilead #Kavanaugh URL,Yes
2473,@USER I bet. Why do think dirt bag pubs like the National Inquirer are still around. Smut and lies sell We can only hope someone writes a tell all bullshit story about Woodward or better yet even one about you. Instead of Fearâ€ it could be called,Yes
2474,@USER fuck bfa im going back to rift,Yes
2475,@USER yeah way to ruin the fucking hype. this is why you werent invited to dennys after we finished with andreas lol.,No
2476,@USER nigga then how can you say bo2 is the best Cod ðŸ¤¨ URL,No
2477,@USER Aww. â˜ºï¸ I tried lol. She is such a smart ass though ðŸ˜‚,No
2478,@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh? I'm sure you know what you are a piece of trash. I never hear these pieces of horse shit speak the truth only their racist lies. bitch boy it's ABOUT THE RACIST CO,Yes
2479,@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-,No
2480,@USER What the hell are you talking about? The only threats are coming from gun control nuts made against her kids.,Yes
2481,@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved. And â€œaâ€ hollering? Are you seeing shit AND hearing voices?,No
2482,@USER Lake show fuck Corey Harris,Yes
2483,@USER @USER @USER OMG what fuckin kind of this beauty TT,No
2484,@USER I didnâ€™t tweet this lol I needa get my Twitter off this shit,No
2485,@USER @USER NOT A SNOWBALLS CHANCE IN hell DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #Scotus,No
2486,C would be much less of a pain in the ass if 'ch' was its own single-letter character in English. (Ditto S/'sh'),No
2487,walaaa! magic. u201c<USER>_Sweezy23 Bitch parkinglot Lee magic 2bad bitches and I gottem outta magicu201d,No
2488,<USER> I wish it didn't have to be hell week for me to see you. :( let's get bob evans with <USER> &amp; <USER>,No
2489,@USER That shit hurtsðŸ˜žðŸ˜ž,No
2490,@USER Iâ€™m a sick fuck I like to quick fuck,No
2491,Time ta fuck up some commas yeah,No
2492,What's with these crazy fucks in fatigues just shooting people in America? It's time to start checking ID's for military clothing.,Yes
2493,@USER bitch better serve,Yes
2494,@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.,No
2495,@USER @USER Guess what Chicago kids go theu this shit every day and they have the strictest gun control around!,No
2496,New video that I edited <URL> look for the guy stroking his cock at 3:37 (safe for work),No
